InstanteActual,VolumenDescargas,VolumenAlmacenamiento,VolumenVentas1,VolumenVentas2,VolumenFugas,ProxVolumenDescargas,ProxVolumenVentas1,ProxVolumenVentas2,VolumenAcumuladoDescargas,VolumenAcumuladoVentas1,VolumenAcumuladoVentas2,VolumenAcumuladoFugas,InstanteProxDispDescargas,InstanteProxDispVentas1,InstanteProxDispVentas2,RecargasTotalesDescargas,RecargasTotalesVentas1,RecargasTotalesVentas2,AlturaFuga,CaudalFuga
2024-07-01 19:53:44,7.0,3009.0,833.0,385.0,696.0,337.0,213.0,387.0,560.0,25.0,145.0,916.0,274.0,51.0,68.0,66.0,30.0,53.0,4.0,941.0
2024-07-01 19:53:50,83.0,2509.0,168.0,46.0,275.0,356.0,680.0,298.0,654.0,961.0,69.0,983.0,578.0,86.0,17.0,94.0,61.0,81.0,31.0,982.0
2024-07-01 19:53:56,73.0,603.0,96.0,931.0,54.0,250.0,369.0,57.0,851.0,762.0,592.0,464.0,699.0,58.0,78.0,78.0,7.0,67.0,21.0,885.0
2024-07-01 19:54:02,35.0,5779.0,652.0,819.0,858.0,229.0,469.0,890.0,892.0,632.0,843.0,465.0,993.0,14.0,72.0,56.0,71.0,45.0,27.0,398.0
2024-07-01 19:54:08,90.0,3112.0,561.0,953.0,641.0,971.0,630.0,233.0,158.0,339.0,16.0,503.0,673.0,73.0,11.0,69.0,7.0,23.0,81.0,435.0
2024-07-01 19:54:15,89.0,545.0,732.0,951.0,729.0,33.0,673.0,295.0,595.0,373.0,281.0,948.0,550.0,15.0,49.0,22.0,87.0,65.0,40.0,467.0
2024-07-01 19:54:21,79.0,8260.0,853.0,839.0,527.0,765.0,140.0,860.0,385.0,902.0,10.0,963.0,232.0,10.0,27.0,84.0,3.0,22.0,14.0,87.0
2024-07-01 19:54:27,16.0,2251.0,393.0,247.0,409.0,705.0,871.0,424.0,947.0,291.0,896.0,166.0,818.0,59.0,18.0,29.0,2.0,25.0,61.0,642.0
2024-07-01 19:54:33,22.0,3937.0,283.0,628.0,514.0,163.0,758.0,742.0,784.0,740.0,645.0,787.0,719.0,12.0,47.0,99.0,50.0,8.0,76.0,906.0
2024-07-01 19:54:39,79.0,7922.0,507.0,581.0,49.0,549.0,157.0,211.0,194.0,934.0,731.0,248.0,433.0,22.0,60.0,22.0,13.0,8.0,81.0,246.0
2024-07-01 19:54:45,77.0,2757.0,510.0,587.0,984.0,819.0,251.0,610.0,557.0,814.0,875.0,620.0,221.0,55.0,95.0,54.0,18.0,70.0,62.0,886.0
2024-07-01 19:54:51,57.0,6811.0,909.0,533.0,876.0,270.0,310.0,691.0,251.0,21.0,731.0,830.0,710.0,23.0,75.0,88.0,27.0,43.0,0.0,319.0
2024-07-01 19:54:57,60.0,941.0,412.0,131.0,901.0,490.0,133.0,475.0,298.0,795.0,17.0,264.0,506.0,35.0,90.0,69.0,32.0,42.0,66.0,71.0
2024-07-01 19:55:03,57.0,2064.0,855.0,36.0,644.0,137.0,946.0,701.0,731.0,483.0,874.0,164.0,735.0,50.0,13.0,29.0,70.0,40.0,16.0,399.0
2024-07-01 19:55:10,11.0,2343.0,56.0,623.0,289.0,524.0,913.0,909.0,181.0,760.0,505.0,675.0,847.0,70.0,38.0,9.0,95.0,92.0,30.0,967.0
2024-07-01 19:55:16,57.0,4576.0,856.0,470.0,572.0,373.0,812.0,511.0,82.0,993.0,270.0,817.0,305.0,20.0,46.0,63.0,24.0,2.0,7.0,717.0
2024-07-01 19:55:22,64.0,3551.0,184.0,509.0,795.0,719.0,655.0,279.0,271.0,349.0,986.0,548.0,399.0,91.0,81.0,13.0,64.0,71.0,50.0,526.0
2024-07-01 19:55:28,94.0,8952.0,183.0,216.0,424.0,490.0,343.0,112.0,23.0,926.0,281.0,519.0,985.0,62.0,7.0,13.0,18.0,30.0,83.0,915.0
2024-07-01 19:55:35,68.0,6583.0,158.0,129.0,875.0,392.0,564.0,652.0,694.0,10.0,449.0,819.0,878.0,28.0,87.0,59.0,31.0,6.0,95.0,202.0
2024-07-01 19:55:41,26.0,5.0,770.0,758.0,854.0,504.0,466.0,285.0,792.0,560.0,649.0,629.0,980.0,60.0,99.0,62.0,46.0,87.0,37.0,316.0
2024-07-01 19:55:47,61.0,3400.0,255.0,368.0,229.0,869.0,428.0,674.0,285.0,903.0,362.0,150.0,315.0,64.0,1.0,10.0,58.0,36.0,64.0,687.0
2024-07-01 19:55:53,38.0,5855.0,420.0,675.0,204.0,460.0,242.0,729.0,822.0,813.0,604.0,876.0,712.0,73.0,74.0,97.0,53.0,59.0,58.0,870.0
2024-07-01 19:55:59,63.0,4907.0,67.0,205.0,895.0,973.0,480.0,967.0,928.0,50.0,629.0,841.0,870.0,54.0,35.0,28.0,80.0,46.0,11.0,251.0
2024-07-01 19:56:06,34.0,7166.0,115.0,411.0,578.0,900.0,320.0,88.0,948.0,663.0,863.0,434.0,417.0,63.0,2.0,12.0,12.0,77.0,60.0,228.0
2024-07-01 19:56:12,91.0,8135.0,881.0,198.0,502.0,984.0,884.0,889.0,65.0,863.0,917.0,687.0,336.0,60.0,72.0,85.0,79.0,90.0,49.0,398.0
2024-07-01 19:56:18,44.0,1553.0,371.0,230.0,131.0,305.0,710.0,121.0,535.0,555.0,163.0,453.0,219.0,13.0,71.0,64.0,98.0,97.0,55.0,187.0
2024-07-01 19:56:24,36.0,1430.0,259.0,584.0,765.0,306.0,70.0,818.0,845.0,147.0,877.0,657.0,172.0,92.0,68.0,34.0,73.0,16.0,54.0,873.0
2024-07-01 19:56:30,3.0,753.0,139.0,142.0,669.0,510.0,694.0,761.0,985.0,597.0,835.0,718.0,797.0,52.0,70.0,84.0,21.0,73.0,60.0,114.0
2024-07-01 19:56:36,82.0,7478.0,44.0,897.0,889.0,977.0,592.0,130.0,831.0,42.0,361.0,812.0,774.0,85.0,4.0,40.0,94.0,74.0,26.0,954.0
2024-07-01 19:56:42,37.0,4676.0,584.0,489.0,403.0,887.0,671.0,20.0,513.0,532.0,885.0,345.0,724.0,82.0,10.0,18.0,20.0,45.0,32.0,768.0
2024-07-01 19:56:48,29.0,7442.0,740.0,920.0,837.0,40.0,985.0,879.0,28.0,511.0,649.0,545.0,226.0,35.0,45.0,19.0,72.0,54.0,33.0,319.0
2024-07-01 19:56:54,95.0,8549.0,939.0,290.0,279.0,665.0,652.0,697.0,489.0,371.0,854.0,56.0,406.0,55.0,50.0,62.0,48.0,35.0,79.0,192.0
2024-07-01 19:57:00,6.0,3875.0,202.0,902.0,65.0,136.0,142.0,239.0,161.0,621.0,648.0,282.0,39.0,29.0,54.0,6.0,77.0,42.0,18.0,266.0
2024-07-01 19:57:06,19.0,1783.0,65.0,350.0,706.0,707.0,171.0,639.0,770.0,177.0,371.0,657.0,342.0,56.0,75.0,40.0,2.0,62.0,71.0,518.0
2024-07-01 19:57:13,12.0,7001.0,110.0,724.0,926.0,270.0,799.0,566.0,603.0,532.0,78.0,586.0,225.0,16.0,36.0,50.0,39.0,44.0,98.0,593.0
2024-07-01 19:57:19,83.0,4246.0,548.0,398.0,799.0,657.0,127.0,892.0,779.0,866.0,921.0,100.0,483.0,51.0,5.0,99.0,73.0,48.0,60.0,385.0
2024-07-01 19:57:25,0.0,6187.0,496.0,814.0,700.0,591.0,565.0,428.0,332.0,150.0,975.0,281.0,340.0,58.0,75.0,6.0,58.0,15.0,63.0,150.0
2024-07-01 19:57:31,73.0,1793.0,512.0,36.0,161.0,435.0,104.0,279.0,112.0,108.0,274.0,893.0,621.0,51.0,68.0,48.0,48.0,17.0,52.0,14.0
2024-07-01 19:57:37,60.0,8769.0,32.0,911.0,853.0,649.0,673.0,107.0,865.0,461.0,560.0,926.0,646.0,69.0,78.0,64.0,85.0,70.0,83.0,227.0
2024-07-01 19:57:43,83.0,1747.0,178.0,807.0,362.0,477.0,107.0,756.0,668.0,448.0,696.0,419.0,138.0,44.0,69.0,85.0,74.0,6.0,96.0,49.0
2024-07-01 19:57:50,43.0,6626.0,15.0,875.0,339.0,991.0,14.0,806.0,973.0,0.0,748.0,788.0,122.0,79.0,57.0,72.0,48.0,3.0,98.0,745.0
2024-07-01 19:57:56,40.0,5195.0,604.0,132.0,544.0,310.0,340.0,485.0,165.0,791.0,337.0,614.0,534.0,76.0,25.0,20.0,92.0,34.0,69.0,335.0
2024-07-01 19:58:02,54.0,3619.0,425.0,653.0,357.0,682.0,280.0,418.0,880.0,306.0,934.0,986.0,501.0,80.0,66.0,76.0,28.0,52.0,1.0,608.0
2024-07-01 19:58:08,66.0,1663.0,833.0,919.0,823.0,962.0,294.0,97.0,90.0,42.0,976.0,394.0,158.0,47.0,65.0,32.0,41.0,59.0,32.0,624.0
2024-07-01 19:58:14,37.0,3602.0,475.0,528.0,121.0,672.0,786.0,899.0,83.0,992.0,469.0,99.0,685.0,3.0,15.0,41.0,25.0,64.0,53.0,66.0
2024-07-01 19:58:20,26.0,9067.0,988.0,458.0,898.0,343.0,650.0,875.0,49.0,430.0,108.0,50.0,606.0,48.0,7.0,86.0,42.0,92.0,4.0,984.0
2024-07-01 19:58:27,84.0,4761.0,408.0,530.0,382.0,442.0,181.0,422.0,973.0,271.0,96.0,829.0,776.0,55.0,47.0,61.0,32.0,4.0,65.0,905.0
2024-07-01 19:58:33,27.0,3260.0,121.0,677.0,219.0,306.0,31.0,141.0,912.0,517.0,96.0,471.0,231.0,2.0,38.0,72.0,99.0,69.0,31.0,376.0
2024-07-01 19:58:39,42.0,8001.0,883.0,815.0,350.0,416.0,936.0,200.0,552.0,74.0,82.0,5.0,846.0,48.0,98.0,33.0,99.0,10.0,40.0,70.0
2024-07-01 19:58:45,11.0,6004.0,117.0,861.0,229.0,841.0,761.0,828.0,88.0,332.0,610.0,34.0,228.0,68.0,59.0,22.0,47.0,58.0,7.0,439.0
2024-07-01 19:58:51,79.0,8301.0,77.0,60.0,147.0,502.0,834.0,317.0,125.0,963.0,763.0,495.0,748.0,18.0,37.0,94.0,37.0,55.0,44.0,525.0
2024-07-01 19:58:57,4.0,7465.0,24.0,194.0,927.0,936.0,530.0,469.0,78.0,38.0,588.0,853.0,103.0,60.0,50.0,5.0,57.0,23.0,65.0,180.0
2024-07-01 19:59:04,25.0,2004.0,362.0,849.0,604.0,481.0,577.0,465.0,687.0,195.0,503.0,379.0,167.0,59.0,91.0,89.0,35.0,85.0,20.0,942.0
2024-07-01 19:59:10,16.0,4033.0,723.0,374.0,533.0,557.0,355.0,630.0,522.0,666.0,938.0,432.0,211.0,66.0,46.0,32.0,80.0,28.0,57.0,553.0
2024-07-01 19:59:16,97.0,7663.0,84.0,512.0,70.0,895.0,443.0,537.0,921.0,461.0,992.0,522.0,57.0,13.0,28.0,37.0,82.0,72.0,58.0,889.0
2024-07-01 19:59:22,98.0,8397.0,426.0,820.0,893.0,58.0,778.0,29.0,890.0,411.0,192.0,406.0,394.0,54.0,66.0,25.0,41.0,50.0,14.0,191.0
2024-07-01 19:59:28,32.0,4883.0,655.0,299.0,220.0,291.0,676.0,310.0,314.0,306.0,784.0,78.0,296.0,94.0,31.0,24.0,70.0,30.0,8.0,682.0
2024-07-01 19:59:35,90.0,6564.0,715.0,112.0,543.0,739.0,731.0,462.0,522.0,112.0,199.0,588.0,188.0,38.0,96.0,21.0,7.0,86.0,4.0,447.0
2024-07-01 19:59:41,29.0,9514.0,13.0,433.0,984.0,817.0,410.0,507.0,30.0,892.0,816.0,304.0,694.0,21.0,76.0,10.0,60.0,42.0,62.0,262.0
2024-07-01 19:59:47,2.0,4848.0,45.0,362.0,775.0,354.0,348.0,864.0,244.0,535.0,408.0,187.0,399.0,52.0,45.0,46.0,23.0,9.0,31.0,924.0
2024-07-01 19:59:53,65.0,2420.0,804.0,402.0,317.0,887.0,572.0,686.0,497.0,375.0,775.0,581.0,981.0,75.0,1.0,98.0,19.0,54.0,74.0,475.0
2024-07-01 19:59:59,1.0,8456.0,427.0,611.0,426.0,609.0,115.0,615.0,194.0,711.0,866.0,257.0,371.0,30.0,73.0,28.0,7.0,0.0,0.0,581.0
2024-07-01 20:00:05,46.0,1743.0,586.0,958.0,451.0,912.0,69.0,348.0,697.0,166.0,116.0,885.0,929.0,61.0,61.0,33.0,56.0,84.0,55.0,871.0
2024-07-01 20:00:12,90.0,6715.0,645.0,692.0,255.0,569.0,808.0,955.0,451.0,828.0,435.0,352.0,23.0,45.0,49.0,65.0,22.0,4.0,74.0,172.0
2024-07-01 20:00:18,57.0,4033.0,70.0,585.0,451.0,366.0,980.0,718.0,527.0,558.0,861.0,208.0,30.0,66.0,69.0,29.0,42.0,2.0,6.0,679.0
2024-07-01 20:00:24,41.0,2842.0,59.0,1.0,985.0,927.0,967.0,30.0,123.0,302.0,884.0,755.0,846.0,51.0,23.0,0.0,86.0,50.0,64.0,97.0
2024-07-01 20:00:30,1.0,9744.0,64.0,403.0,58.0,809.0,557.0,727.0,839.0,349.0,312.0,762.0,252.0,79.0,74.0,91.0,94.0,72.0,32.0,332.0
2024-07-01 20:00:36,24.0,2021.0,895.0,197.0,991.0,301.0,60.0,250.0,937.0,58.0,471.0,491.0,324.0,54.0,36.0,46.0,67.0,92.0,92.0,574.0
2024-07-01 20:00:42,63.0,471.0,250.0,707.0,671.0,198.0,271.0,263.0,297.0,43.0,31.0,193.0,638.0,7.0,11.0,26.0,81.0,19.0,25.0,456.0
2024-07-01 20:00:48,50.0,7344.0,774.0,881.0,500.0,147.0,594.0,271.0,324.0,725.0,399.0,247.0,531.0,41.0,23.0,11.0,18.0,94.0,60.0,859.0
2024-07-01 20:00:54,46.0,5507.0,237.0,156.0,986.0,763.0,550.0,872.0,512.0,551.0,130.0,381.0,429.0,31.0,15.0,44.0,78.0,10.0,22.0,481.0
2024-07-01 20:01:00,59.0,4661.0,844.0,833.0,536.0,84.0,984.0,68.0,263.0,735.0,908.0,849.0,331.0,87.0,9.0,65.0,84.0,66.0,91.0,615.0
2024-07-01 20:01:06,48.0,2050.0,404.0,830.0,347.0,768.0,912.0,575.0,65.0,587.0,981.0,40.0,876.0,57.0,71.0,38.0,46.0,7.0,53.0,183.0
2024-07-01 20:01:12,72.0,5937.0,17.0,173.0,398.0,819.0,278.0,405.0,699.0,201.0,334.0,966.0,820.0,2.0,50.0,56.0,73.0,1.0,83.0,438.0
2024-07-01 20:01:18,34.0,530.0,289.0,349.0,664.0,21.0,936.0,266.0,521.0,276.0,674.0,217.0,682.0,45.0,78.0,74.0,29.0,39.0,53.0,651.0
2024-07-01 20:01:24,34.0,2221.0,898.0,790.0,781.0,971.0,94.0,476.0,4.0,954.0,92.0,333.0,227.0,67.0,73.0,4.0,65.0,86.0,31.0,90.0
2024-07-01 20:01:30,66.0,6628.0,767.0,456.0,849.0,938.0,405.0,910.0,244.0,66.0,650.0,982.0,474.0,36.0,34.0,87.0,79.0,35.0,38.0,214.0
2024-07-01 20:01:36,92.0,3839.0,203.0,326.0,734.0,840.0,45.0,40.0,978.0,733.0,991.0,895.0,525.0,22.0,41.0,82.0,84.0,66.0,25.0,432.0
2024-07-01 20:01:42,92.0,880.0,421.0,447.0,766.0,451.0,272.0,303.0,431.0,229.0,679.0,92.0,27.0,58.0,24.0,2.0,29.0,63.0,58.0,438.0
2024-07-01 20:01:49,32.0,7248.0,907.0,543.0,997.0,264.0,726.0,803.0,218.0,341.0,744.0,621.0,352.0,59.0,50.0,79.0,85.0,87.0,52.0,862.0
2024-07-01 20:01:55,98.0,485.0,285.0,426.0,300.0,674.0,77.0,964.0,809.0,891.0,364.0,460.0,644.0,50.0,19.0,46.0,64.0,14.0,28.0,267.0
2024-07-01 20:02:01,52.0,6837.0,977.0,617.0,995.0,692.0,194.0,495.0,931.0,744.0,13.0,592.0,514.0,44.0,37.0,21.0,20.0,52.0,64.0,953.0
2024-07-01 20:02:07,70.0,446.0,348.0,261.0,28.0,875.0,252.0,933.0,699.0,924.0,903.0,130.0,438.0,48.0,21.0,8.0,13.0,5.0,39.0,484.0
2024-07-01 20:02:13,8.0,3837.0,438.0,873.0,466.0,372.0,47.0,246.0,514.0,557.0,877.0,899.0,207.0,82.0,25.0,60.0,60.0,55.0,66.0,855.0
2024-07-01 20:02:19,51.0,4862.0,240.0,504.0,61.0,897.0,370.0,651.0,215.0,463.0,33.0,210.0,907.0,10.0,3.0,87.0,95.0,99.0,72.0,611.0
2024-07-01 20:02:25,2.0,626.0,703.0,869.0,526.0,708.0,24.0,756.0,201.0,966.0,561.0,879.0,945.0,77.0,16.0,20.0,47.0,93.0,58.0,164.0
2024-07-01 20:02:31,57.0,608.0,403.0,133.0,995.0,651.0,11.0,115.0,400.0,935.0,424.0,934.0,624.0,61.0,77.0,5.0,24.0,79.0,99.0,981.0
2024-07-01 20:02:37,82.0,5396.0,917.0,240.0,505.0,409.0,122.0,830.0,778.0,517.0,955.0,620.0,163.0,1.0,44.0,72.0,11.0,46.0,66.0,389.0
2024-07-01 20:02:43,24.0,830.0,802.0,236.0,409.0,50.0,486.0,821.0,25.0,787.0,718.0,562.0,904.0,61.0,19.0,14.0,15.0,51.0,63.0,166.0
2024-07-01 20:02:49,90.0,102.0,288.0,488.0,691.0,41.0,743.0,477.0,647.0,615.0,797.0,719.0,825.0,44.0,91.0,63.0,45.0,24.0,16.0,252.0
2024-07-01 20:02:55,39.0,3859.0,463.0,218.0,325.0,597.0,201.0,983.0,653.0,586.0,410.0,173.0,176.0,64.0,33.0,63.0,64.0,45.0,55.0,590.0
2024-07-01 20:03:01,76.0,8912.0,693.0,559.0,302.0,919.0,117.0,857.0,694.0,976.0,269.0,173.0,504.0,68.0,23.0,8.0,37.0,29.0,40.0,585.0
2024-07-01 20:03:09,94.0,101.0,25.0,909.0,918.0,613.0,854.0,522.0,680.0,818.0,201.0,950.0,456.0,88.0,57.0,59.0,71.0,48.0,11.0,481.0
2024-07-01 20:04:54,7.0,5249.0,73.0,658.0,930.0,272.0,544.0,878.0,923.0,709.0,440.0,165.0,492.0,42.0,87.0,3.0,27.0,29.0,40.0,612.0
2024-07-01 21:37:33,7.0,5249.0,73.0,658.0,930.0,272.0,544.0,878.0,923.0,709.0,440.0,165.0,492.0,42.0,87.0,3.0,27.0,29.0,40.0,612.0
2024-07-01 22:28:28,43.0,8555.0,385.0,534.0,275.0,321.0,151.0,226.0,251.0,459.0,783.0,714.0,437.0,79.0,98.0,0.0,37.0,85.0,78.0,284.0
2024-07-01 22:28:35,29.0,7144.0,175.0,870.0,416.0,599.0,80.0,618.0,288.0,452.0,128.0,800.0,662.0,40.0,49.0,85.0,83.0,15.0,59.0,878.0
2024-07-01 22:32:15,7.0,5249.0,73.0,658.0,930.0,272.0,544.0,878.0,923.0,709.0,440.0,165.0,492.0,42.0,87.0,3.0,27.0,29.0,40.0,612.0
2024-07-01 22:32:22,13.0,4530.0,6.0,962.0,942.0,365.0,82.0,852.0,767.0,821.0,695.0,712.0,671.0,1.0,90.0,31.0,38.0,57.0,16.0,790.0
2024-07-01 22:32:28,8.0,9997.0,651.0,849.0,203.0,731.0,531.0,14.0,419.0,775.0,9.0,180.0,929.0,23.0,54.0,60.0,37.0,45.0,17.0,525.0
2024-07-01 22:32:34,24.0,5132.0,973.0,603.0,897.0,920.0,950.0,231.0,480.0,203.0,900.0,520.0,533.0,58.0,3.0,76.0,50.0,34.0,80.0,879.0
2024-07-01 22:32:40,28.0,6671.0,661.0,45.0,120.0,240.0,158.0,453.0,627.0,350.0,711.0,563.0,594.0,33.0,27.0,27.0,95.0,31.0,42.0,516.0
2024-07-01 22:32:46,12.0,5684.0,989.0,784.0,734.0,667.0,519.0,615.0,45.0,976.0,661.0,825.0,819.0,31.0,3.0,98.0,98.0,39.0,4.0,503.0
2024-07-01 22:32:52,61.0,2581.0,165.0,802.0,732.0,332.0,854.0,759.0,847.0,377.0,462.0,10.0,819.0,50.0,77.0,41.0,36.0,20.0,99.0,112.0
2024-07-01 22:32:58,43.0,8555.0,385.0,534.0,275.0,321.0,151.0,226.0,251.0,459.0,783.0,714.0,437.0,79.0,98.0,0.0,37.0,85.0,78.0,284.0
2024-07-01 22:33:05,94.0,3330.0,632.0,559.0,777.0,779.0,632.0,272.0,383.0,81.0,153.0,622.0,521.0,56.0,18.0,91.0,0.0,96.0,20.0,704.0
2024-07-01 22:33:12,59.0,262.0,145.0,716.0,127.0,172.0,748.0,0.0,370.0,398.0,292.0,545.0,928.0,0.0,43.0,92.0,63.0,83.0,72.0,801.0
2024-07-01 22:33:18,48.0,9961.0,651.0,18.0,977.0,946.0,661.0,478.0,228.0,63.0,235.0,506.0,308.0,68.0,79.0,19.0,23.0,77.0,92.0,953.0
2024-07-01 22:33:45,7.0,5249.0,73.0,658.0,930.0,272.0,544.0,878.0,923.0,709.0,440.0,165.0,492.0,42.0,87.0,3.0,27.0,29.0,40.0,612.0
2024-07-04 20:16:19,9451.0,4298.0,2188.0,1123.0,9505.0,6882.0,6752.0,1566.0,6716.0,337.0,4438.0,3144.0,1.0,97.0,71.0,28.0,37.0,58.0,3177.0,97.0
2024-07-04 20:16:25,8984.0,3755.0,9789.0,1407.0,8015.0,193.0,2769.0,5680.0,3455.0,6855.0,7506.0,963.0,2.0,76.0,8.0,49.0,31.0,44.0,7638.0,8.0
2024-07-04 20:16:31,9970.0,2040.0,2723.0,3650.0,2971.0,3229.0,318.0,7746.0,299.0,7230.0,5621.0,776.0,24.0,44.0,58.0,96.0,71.0,64.0,1560.0,98.0
2024-07-04 20:16:37,8396.0,935.0,3083.0,8048.0,6865.0,7011.0,5252.0,3064.0,7876.0,7237.0,2675.0,245.0,10.0,15.0,92.0,10.0,47.0,37.0,1299.0,47.0
2024-07-04 20:17:48,5249.0,73.0,3658.0,8930.0,1272.0,7544.0,878.0,7923.0,7709.0,4440.0,8165.0,4492.0,42.0,87.0,3.0,27.0,29.0,40.0,2612.0,3.0
2024-07-04 20:17:54,9590.0,6550.0,5159.0,8623.0,4947.0,7385.0,7217.0,5272.0,5539.0,9247.0,2385.0,3496.0,85.0,23.0,20.0,44.0,68.0,35.0,9915.0,25.0
2024-07-04 20:18:02,9970.0,2040.0,2723.0,3650.0,2971.0,3229.0,318.0,7746.0,299.0,7230.0,5621.0,776.0,24.0,44.0,58.0,96.0,71.0,64.0,1560.0,98.0
2024-07-04 20:18:10,5976.0,6661.0,5825.0,2819.0,1631.0,2903.0,2698.0,6798.0,2639.0,4004.0,9503.0,679.0,65.0,91.0,7.0,24.0,65.0,21.0,4454.0,6.0
2024-07-04 20:18:18,8820.0,5764.0,1079.0,2630.0,4410.0,8080.0,6113.0,3342.0,8138.0,8382.0,6044.0,8828.0,93.0,75.0,80.0,0.0,96.0,47.0,7370.0,87.0
2024-07-04 20:18:25,6583.0,4515.0,659.0,4878.0,5959.0,8561.0,8382.0,8048.0,4054.0,9440.0,1381.0,8770.0,28.0,51.0,44.0,69.0,95.0,69.0,2710.0,72.0
2024-07-04 20:18:54,5249.0,73.0,3658.0,8930.0,1272.0,7544.0,878.0,7923.0,7709.0,4440.0,8165.0,4492.0,42.0,87.0,3.0,27.0,29.0,40.0,2612.0,3.0
2024-07-04 20:19:00,5640.0,679.0,7335.0,7006.0,7972.0,6098.0,9095.0,5319.0,3454.0,5223.0,2289.0,6760.0,5.0,26.0,23.0,6.0,13.0,70.0,5238.0,94.0
2024-07-04 20:19:06,4819.0,5737.0,3133.0,591.0,3720.0,8762.0,6633.0,6197.0,6031.0,8588.0,589.0,4873.0,77.0,4.0,58.0,0.0,54.0,60.0,4915.0,47.0
2024-07-04 20:20:26,5249.0,73.0,3658.0,8930.0,1272.0,7544.0,878.0,7923.0,7709.0,4440.0,8165.0,4492.0,42.0,87.0,3.0,27.0,29.0,40.0,2612.0,3.0
2024-07-04 20:20:32,9590.0,6550.0,5159.0,8623.0,4947.0,7385.0,7217.0,5272.0,5539.0,9247.0,2385.0,3496.0,85.0,23.0,20.0,44.0,68.0,35.0,9915.0,25.0
2024-07-04 20:21:25,5249.0,73.0,3658.0,8930.0,1272.0,7544.0,878.0,7923.0,7709.0,4440.0,8165.0,4492.0,42.0,87.0,3.0,27.0,29.0,40.0,2612.0,3.0
2024-07-04 20:21:31,5640.0,679.0,7335.0,7006.0,7972.0,6098.0,9095.0,5319.0,3454.0,5223.0,2289.0,6760.0,5.0,26.0,23.0,6.0,13.0,70.0,5238.0,94.0
2024-07-04 20:22:16,5249.0,73.0,3658.0,8930.0,1272.0,7544.0,878.0,7923.0,7709.0,4440.0,8165.0,4492.0,42.0,87.0,3.0,27.0,29.0,40.0,2612.0,3.0
2024-07-04 20:22:23,9590.0,6550.0,5159.0,8623.0,4947.0,7385.0,7217.0,5272.0,5539.0,9247.0,2385.0,3496.0,85.0,23.0,20.0,44.0,68.0,35.0,9915.0,25.0
2024-07-04 20:22:29,4819.0,5737.0,3133.0,591.0,3720.0,8762.0,6633.0,6197.0,6031.0,8588.0,589.0,4873.0,77.0,4.0,58.0,0.0,54.0,60.0,4915.0,47.0
2024-07-04 20:24:06,5249.0,73.0,3658.0,8930.0,1272.0,7544.0,878.0,7923.0,7709.0,4440.0,8165.0,4492.0,42.0,87.0,3.0,27.0,29.0,40.0,2612.0,3.0
2024-07-04 20:24:13,9590.0,6550.0,5159.0,8623.0,4947.0,7385.0,7217.0,5272.0,5539.0,9247.0,2385.0,3496.0,85.0,23.0,20.0,44.0,68.0,35.0,9915.0,25.0
2024-07-04 20:24:20,9824.0,5132.0,973.0,9603.0,6897.0,7920.0,3950.0,5231.0,8480.0,203.0,3900.0,4520.0,33.0,58.0,3.0,76.0,50.0,34.0,8780.0,79.0
2024-07-04 20:26:51,5249.0,73.0,3658.0,8930.0,1272.0,7544.0,878.0,7923.0,7709.0,4440.0,8165.0,4492.0,42.0,87.0,3.0,27.0,29.0,40.0,2612.0,3.0
2024-07-04 20:26:57,9590.0,6550.0,5159.0,8623.0,4947.0,7385.0,7217.0,5272.0,5539.0,9247.0,2385.0,3496.0,85.0,23.0,20.0,44.0,68.0,35.0,9915.0,25.0
2024-07-04 20:29:01,1.0,73.0,2.0,2.0,0.0,7544.0,878.0,7923.0,7709.0,4440.0,8165.0,4492.0,42.0,87.0,3.0,27.0,29.0,40.0,2612.0,3.0
2024-07-04 20:29:07,26.0,54.0,3.0,2.0,0.0,6098.0,9095.0,5319.0,3454.0,5223.0,2289.0,6760.0,5.0,26.0,23.0,6.0,13.0,70.0,5238.0,94.0
2024-07-04 20:29:13,12.0,112.0,1.0,3.0,0.0,8762.0,6633.0,6197.0,6031.0,8588.0,589.0,4873.0,77.0,4.0,58.0,0.0,54.0,60.0,4915.0,47.0
2024-07-04 20:29:20,8.0,46.0,0.0,2.0,3.0,520.0,7384.0,1991.0,5210.0,3258.0,8211.0,8744.0,18.0,18.0,34.0,25.0,67.0,89.0,9818.0,14.0
2024-07-04 20:36:42,1.0,73.0,2.0,2.0,0.0,7544.0,878.0,7923.0,7709.0,4440.0,8165.0,4492.0,42.0,87.0,3.0,27.0,29.0,40.0,2612.0,3.0
2024-07-04 20:36:48,1.0,50.0,3.0,3.0,3.0,7385.0,7217.0,5272.0,5539.0,9247.0,2385.0,3496.0,85.0,23.0,20.0,44.0,68.0,35.0,9915.0,25.0
2024-07-04 20:36:54,15.0,113.0,2.0,1.0,0.0,8354.0,8418.0,5357.0,2585.0,3729.0,1015.0,6563.0,2.0,17.0,43.0,19.0,67.0,47.0,5269.0,95.0
2024-07-04 20:37:00,8.0,6.0,3.0,0.0,1.0,7097.0,8661.0,7103.0,4324.0,108.0,4936.0,2281.0,15.0,10.0,16.0,5.0,73.0,81.0,2720.0,91.0
2024-07-04 20:37:06,13.0,41.0,2.0,0.0,0.0,3570.0,4303.0,7439.0,2914.0,5799.0,6766.0,1835.0,21.0,43.0,52.0,86.0,19.0,50.0,8410.0,23.0
